PINGS,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,ShapeSTArea,ShapeSTLength,PARK_ID,REGION,sum
1,304,Rutland/Washington Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.28200651, ,Open Space District,Community Gardens,BNAN, ,N, , ,,0,0,12284.42236,495.7402641,NA,PARK_Maintenance_Region 6,1
1,326,Hancock Woods I,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,45.95, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,2001598.817,8079.254446,NA,INFO_Reallocation From Dept,1
1,363,O'Day Playground,City of Boston,A97,3,South End,0.71765517,"West Newton, San Juan, & Aquadilla Sts.",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,31261.61523,713.8232135,NA,PARK_Maintenance_Region 6,1
1,370,Braddock Park,City of Boston,A97,1,South End,0.09217966,27 Braddock Park,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Berwick Park,BPRD,0,0,4015.418213,562.0131517,NA,PARK_Maintenance_Region 6,1
1,379,Veterans Park II,City of Boston,A97,3,East Boston,0.2,76-84 London Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,London & Decatur St Park II,,0,0,8662.453369,376.5836806,NA,INFO_Reallocation From Dept,1
1,412,West Springfield Garden,Community Group/Nonprofit,Land Trust,5,South End,0.16481075, ,Open Space District,Community Gardens,BNAN, ,N, , ,,0,0,7179.283691,339.5661324,NA,INFO_Reallocation From Dept,1
1,428,Childe Hassam Park,City of Boston,A97,1,South End,0.06016341, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,Goldweitz Park,,0,0,2642.494629,266.2310256,NA,PARK_Maintenance_Region 6,1
1,431,Nellie Miranda Memorial Park,City of Boston,A97,3,Dorchester,0.09, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,3806.549561,252.1101619,NA,PARK_Maintenance_Ground Maintenance,1
1,491,Ohrenberger Woodland,City of Boston, ,6,West Roxbury,3.81952214, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X,Ohrenberger School Campus,,0,0,164999.2964,2589.976513,NA,INFO_Reallocation From Dept,1
1,494,Rivermoor II,BRA, ,6,West Roxbury,1.02582285, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,45024.48059,1034.605981,NA,INFO_Reallocation From Dept,1
1,498,Condor Street Overlook,City of Boston,A97/WPA,6,East Boston,0.45,2 Condor Street,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,492863.8904,3018.792031,NA,PARK_Maintenance_Ground Maintenance,1
1,637,Algonquin Square,City of Boston,A97,1,Dorchester,0.04, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,,0,0,1694.438965,215.7693279,NA,INFO_Reallocation From Dept,1
1,660,Malcolm X Park II,City of Boston, ,3,Roxbury,0.19,Paulding Street,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Washington Park,,0,0,8229.140869,778.2167025,NA,PARK_Maintenance_Ground Maintenance,1
1,665,Crane Ledge III,Private, ,7,Roslindale,25.06,990 American Legion Highway,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, ,Barry's Quarry,,0,0,1091459.307,5620.182252,NA,INFO_Reallocation From Dept,1
1,673,Babson-Cookson Tract,City of Boston, ,6,Mattapan,2.41,10 Cookson Terrace (cnr Babson Street),Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,105019.49,1347.686697,NA,INFO_Reallocation From Dept,1
1,706,Conley School Play Yard,City of Boston, ,3,Roslindale,1.42,40 Poplar, ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,61904.36279,1937.9508,NA,INFO_Reallocation From Dept,1
1,726,Pier 10 Mall,BRA,Ch91,1,South Boston,0.56,Eastern end of Drydock Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Pier 10 Park,,0,0,24590.4292,667.3218593,NA,INFO_Reallocation From Dept,1
1,767,Hynes Playground,City of Boston,A97,3,West Roxbury,6.36389352,480 VFW Pkwy,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,279491.6877,2129.955018,NA,PARK_Maintenance_Region 4,1
1,816,Bonito Square,City of Boston, ,1,East Boston,0.05754655, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Joseph A. Bonito Square;  Walley Park,PWD,0,0,2707.586182,254.7616453,NA,PARK_Maintenance_Region 1,1
1,844,Butterfly Garden,Community Group/Nonprofit,,3,Jamaica Plain,0.27,9 Bucknam Street,Residential District,"Parks, Playgrounds & Athletic Fields",,,N,X,Bucknam Street Garden,,0,0,11559.37842,450.6340234,NA,INFO_Reallocation From Dept,1
1,846,Allegheny Street I,Private, ,6,Jamaica Plain,0.22,90-92 Alleghany Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,9526.760254,391.8619041,NA,INFO_Reallocation From Dept,1
1,888,Franklin Hill Green,BHA, ,3,Mattapan,0.51, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, ,BHA,0,0,22055.31812,608.337334,NA,PARK_Maintenance_Ground Maintenance,1
1,935,Fort Point Channel Harborwalk,Private,CAT Mit,1,South Boston,2.16, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,61587.94507,4651.120003,NA,INFO_Reallocation From Dept,1
1,947,Windsor School Athletic Field,Private, ,3,Fenway/Kenmore,1.37, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,59819.07813,1016.70511,NA,INFO_Reallocation From Dept,1
1,950,Mt. Vernon Street Plaza,Massport, ,3,Charlestown,0.15, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,6403.001709,416.4825336,NA,INFO_Reallocation From Dept,1
1,974,Rowe Street Woods,BRA,,6,Roslindale,2.64,,Residential District,Urban Wilds & Natural Areas,,,N,,,BRA,0,0,114796.6116,1808.706548,NA,INFO_Reallocation From Dept,1
1,989,Navy Fuel Pier Airport Edge Buffer,Massport,,3,East Boston,0.84,,,"Parks, Playgrounds & Athletic Fields",,,N,X,,Massport,0,0,36742.26172,1374.524685,NA,INFO_Reallocation From Dept,1
1,992,St Mary's Cemetery,Private, ,4,Mattapan,10.62163805, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , ,,0,0,457461.2495,2931.77913,NA,INFO_Reallocation From Dept,1
1,2605,Harrison/Plympton Basketball Court,City of Boston,NULL,3,South End,0.22,,Special District,"Parks, Playgrounds & Athletic Fields",,BPD,N,X,,BPD,0,0,9437.370117,399.3421281,NA,INFO_Reallocation From Dept,1
1,3406,Goodearl Square,City of Boston,,1,East Boston,0.01,"Intersection Barnes, Saratoga, and Bayswater",Commercial/Office/Business District,"Malls, Squares & Plazas",,,N,X,Alfred B. Goodearl Square,PWD,0,0,556.7026367,115.0718339,NA,,1
0,5,Fern Square,City of Boston,A97,1,Allston-Brighton,0.04054316,Opposite 101 Franklin Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,"James F. Collins Square, Franklin Square",,0,0,1938.695313,207.3205312,NA,PARK_Maintenance_Region 4,0
0,7,Kennedy Rock,Private, ,6,Allston-Brighton,2.21054314, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N,N, ,,0,0,96292.97192,1270.349749,NA,INFO_Reallocation From Dept,0
0,8,McKinney Playground,City of Boston,A97,3,Allston-Brighton,5.89138132,61-74 Faneuil Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,256633.1348,2170.126268,NA,PARK_Maintenance_Region 4,0
0,9,Hobart Park,City of Boston,A97,3,Allston-Brighton,0.80884689,Opposite 18 Ranlegh Rd.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,35233.99731,797.5968022,NA,PARK_Maintenance_Region 4,0
0,10,Market Street Burying Ground,City of Boston,Ch114S7/A97,4,Allston-Brighton,0.39534779,Opposite 381 Market Str.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,X, ,,0,0,17221.65601,536.818225,NA,PARK_Cemetery Maintenance Request,0
0,19,Euston Path Rock,City of Boston,,6,Allston-Brighton,0.39015654, ,Open Space District,Urban Wilds & Natural Areas,NULL,,N,N, ,DND,0,0,16856.35205,546.238365,NA,PARK_Maintenance_Ground Maintenance,0
0,22,Foster Street Rock,Private, ,6,Allston-Brighton,4.62718042, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N,N, ,,0,0,201563.5537,1942.774105,NA,INFO_Reallocation From Dept,0
0,25,Nonquit Green,Community Group/Nonprofit,Land Trust,1,Dorchester,0.35746179, ,Residential District,"Malls, Squares & Plazas",NULL,Nonquit Street Nbhd Assn,N,X, ,,0,0,17838.01489,548.7130041,NA,INFO_Reallocation From Dept,0
0,26,Mullen Square,City of Boston,A97,1,Dorchester,0.22675059,Edison Green,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,9877.431641,409.1872686,NA,PARK_Maintenance_Region 2,0
0,28,Calf Pasture I,City of Boston,WPA/Ch91,6,Dorchester,1.93, ,Institutional District,Urban Wilds & Natural Areas,NULL, ,N,X,Columbia Point,PWD,0,0,83966.5957,2333.929499,NA,INFO_Reallocation From Dept,0
0,30,Downer Avenue Playground,City of Boston,A97,3,Dorchester,0.80889778,43 Downer Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,32827.32764,913.5091969,NA,PARK_Maintenance_Region 2,0
0,31,The Humps,City of Boston, ,6,Dorchester,0.92720636, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,40564.79688,985.5739435,NA,INFO_Reallocation From Dept,0
0,33,Deer Street Park,City of Boston,A97,3,Dorchester,0.24478116,Opposite 34 Deer Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,10740.09399,487.0571896,NA,PARK_Maintenance_Region 2,0
0,42,Phillips Street Play Area,City of Boston,A97,3,Back Bay/Beacon Hill,0.11526636,Phillips Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,,0,0,5021.092529,330.5540531,NA,PARK_Maintenance_Region 1,0
0,43,Myrtle Street Playground,City of Boston,A97,3,Back Bay/Beacon Hill,0.14766565,Opposite 28 Phillips Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,7001.397705,342.2984122,NA,PARK_Maintenance_Region 1,0
0,54,Charter Street Park,City of Boston,A97,3,Central Boston,0.23534031,Opposite 26 Charter Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,10397.58252,495.8211538,NA,PARK_Maintenance_Region 1,0
0,56,Polcari Park,City of Boston,A97,3,Central Boston,0.28857259,Opposite 44 Prince Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,12570.44556,529.0431234,NA,PARK_Maintenance_Region 1,0
0,65,Langone Park,City of Boston,A97/Ch91/WPA,3,Central Boston,2.18,529 Commercial Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,95123.42188,1350.239931,NA,PARK_Maintenance_Region 1,0
0,74,Edwards Playground,City of Boston,A97,3,Charlestown,1.34,10 Eden Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,McCarthy-Eden Plgd,,0,0,58311.89233,1051.742739,NA,PARK_Maintenance_Region 1,0
0,88,Charlestown Sprouts Garden,City of Boston, ,5,Charlestown,0.48, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,20758.90381,558.926316,NA,PARK_Maintenance_Region 1,0
0,91,Bayswater Street,Massport, ,6,East Boston,1.70395628, ,Special District,Urban Wilds & Natural Areas,Massport, ,N,X, ,,0,0,74225.65723,3858.311085,NA,INFO_Reallocation From Dept,0
0,98,Paris Street Playground,City of Boston,A97,3,East Boston,0.79449789,121 Paris Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,34608.94336,889.1724297,NA,PARK_Maintenance_Region 1,0
0,100,Sumner & Lamson Street Playground,City of Boston,A97,3,East Boston,0.48357588,Opposite 492 Sumner Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,20849.09888,617.0921447,NA,PARK_Maintenance_Region 1,0
0,109,Edgerly Road Playground,City of Boston,A97,3,Fenway/Kenmore,0.1081164,6 Edgerly Road,Special District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,5366.225342,301.1043834,NA,PARK_Maintenance_Region 3,0
0,116,Gallops Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,25.09405975, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,1093116.677,5244.11469,NA,INFO_Reallocation From Dept,0
0,117,Lovells Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,60.95521299, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,2655256.282,9198.687669,NA,INFO_Reallocation From Dept,0
0,119,Green Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,1.74734212, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,76115.57544,1091.095197,NA,INFO_Reallocation From Dept,0
0,120,Little Calf Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,0.81175344, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,35360.60889,742.3708988,NA,INFO_Reallocation From Dept,0
0,121,Calf Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,22.42221171, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,976728.9067,4398.551054,NA,INFO_Reallocation From Dept,0
0,122,Outer Brewster Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,20.11554453, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,876248.6975,4527.319948,NA,INFO_Reallocation From Dept,0
0,123,Middle Brewster Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,13.64915484, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,594567.7546,3861.635003,NA,INFO_Reallocation From Dept,0
0,124,Great Brewster Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,23.93567723, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,1042656.637,5473.604922,NA,INFO_Reallocation From Dept,0
0,125,Shag Rocks,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,1.31981442, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,57492.13794,1060.761266,NA,INFO_Reallocation From Dept,0
0,127,Little Brewster Island,United States of America,Ch91/WPA,6,Harbor Islands,3.12413852, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,US Coast Guard, ,N, , ,,0,0,136089.8933,1664.731059,NA,INFO_Reallocation From Dept,0
0,129,Rainsford Island,City of Boston,Ch91/WPA,2,Harbor Islands,21.6523638, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL, ,N,X, ,,0,0,728999.9934,6827.78051,NA,INFO_Reallocation From Dept,0
0,131,Moon Island,City of Boston,Ch91/WPA,2,Harbor Islands,54.08510359, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches",NULL, ,N, , ,,0,0,2355988.999,13367.59931,NA,INFO_Reallocation From Dept,0
0,133,Weider Park,Commonwealth of Massachusetts,A97,3,Hyde Park,6.91931115, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,Sherrin&Dale St.,,0,0,299833.9487,2275.150575,NA,INFO_Reallocation From Dept,0
0,134,Monterey Hilltop I,City of Boston,A97,6,Hyde Park,4.12374269, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,182255.6443,2694.471146,NA,PARK_Maintenance_Region 4,0
0,135,Monterey Hilltop II,Private, ,6,Hyde Park,0.10408992, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,4961.452637,459.1980073,NA,INFO_Reallocation From Dept,0
0,142,Amatucci Playground,City of Boston,A97,3,Hyde Park,0.44867941,Opposite 1661 Hyde Park Ave.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,20293.24023,613.1177306,NA,PARK_Maintenance_Region 4,0
0,145,Camp Meigs,Commonwealth of Massachusetts,A97/ACEC,3,Hyde Park,2.86583949, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,124838.1882,1506.556423,NA,INFO_Reallocation From Dept,0
0,148,Williams Square,City of Boston,A97,1,Hyde Park,0.03805675,Opposite 131 Williams Ave.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,1657.782471,190.5413516,NA,PARK_Maintenance_Ground Maintenance,0
0,149,Dana Avenue Urban Wild I,Commonwealth of Massachusetts,A97,6,Hyde Park,0.81968055, ,Industrial District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,33855.79077,1276.893306,NA,INFO_Reallocation From Dept,0
0,150,Pleasant View I,City of Boston, ,6,Hyde Park,0.07, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,3112.562744,235.6281428,NA,INFO_Reallocation From Dept,0
0,151,Pleasant View II,Private, ,6,Hyde Park,0.17, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,7441.676514,502.6284969,NA,INFO_Reallocation From Dept,0
0,155,Gibbons Playground,City of Boston,A97,3,Jamaica Plain,0.11,10 Sewall Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Delle Avenue Playground,,0,0,4569.105957,285.6776346,NA,PARK_Maintenance_Region 3,0
0,158,Beecher Street Play Area,City of Boston,A97,3,Jamaica Plain,0.1742426,105 Paul Gore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,7590.143066,362.7745004,NA,PARK_Maintenance_Region 3,0
0,163,Forbes Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.37078302, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,16151.5957,521.0428546,NA,PARK_Maintenance_Region 3,0
0,164,Tobin Community Center Garden,City of Boston, ,5,Jamaica Plain,0.2966297, ,Institutional District,Community Gardens,NULL, ,N, , ,,0,0,12921.41968,493.0239346,NA,PARK_Maintenance_Ground Maintenance,0
0,166,Johnson Park II,City of Boston,A97,3,Jamaica Plain,0.17063559, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,DCR,N,X, ,,0,0,7433.016357,567.2906561,NA,INFO_Reallocation From Dept,0
0,169,Hellenic College Athletic Field,Private, ,3,Jamaica Plain,3.40660796, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,148394.4807,1655.393823,NA,INFO_Reallocation From Dept,0
0,171,Back of the Hill Urban Wild,City of Boston,A97,6,Jamaica Plain,3.71620564, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,161880.7971,2635.591962,NA,PARK_Maintenance_Ground Maintenance,0
0,172,Hall/Boynton Street Garden,MBTA,A97,5,Jamaica Plain,0.13731616, ,Open Space District,Community Gardens,NULL,DCR,N, , ,,0,0,5981.598877,324.6646674,NA,INFO_Reallocation From Dept,0
0,173,Anson Street Garden,MBTA,A97,5,Jamaica Plain,0.16933221, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,7376.242676,531.4385675,NA,PARK_Maintenance_Ground Maintenance,0
0,177,Willowwood Rock,City of Boston,A97,6,Mattapan,0.53229858, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,24342.15112,683.5947723,NA,PARK_Maintenance_Ground Maintenance,0
0,178,Gladeside II,Private, ,6,Mattapan,0.89854126, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,39141.15356,919.3922109,NA,INFO_Reallocation From Dept,0
0,181,Franklin Field BHA Garden,City of Boston, ,5,Mattapan,0.43377787, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,4193.961182,491.8876898,NA,INFO_Reallocation From Dept,0
0,182,ReVision House Urban Farm #1,Private, ,5,Mattapan,0.35190856, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,15329.42627,509.8716316,NA,INFO_Reallocation From Dept,0
0,185,Kennedy Playground,Commonwealth of Massachusetts,A97,3,Mattapan,0.26002942, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,Charles Plgd,,0,0,11327.08301,485.6682052,NA,INFO_Reallocation From Dept,0
0,187,Walter Street Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,0.8659424,Walter Str.,Open Space District,Cemeteries & Burying Grounds,BPRD,Private,X,X, ,,0,0,37517.5957,872.9201378,NA,INFO_Reallocation From Dept,0
0,191,Leland Street Herb Garden,BNAN,Land Trust,5,Roslindale,0.25911714, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,10828.18628,422.6515674,NA,INFO_Reallocation From Dept,0
0,193,Poplar Street Play Area,City of Boston,A97,3,Roslindale,0.44211382,Opposite 238 Poplar St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Hillside Play Area,,0,0,18995.99316,613.585566,NA,PARK_Maintenance_Region 4,0
0,195,Delano Park,City of Boston, ,1,Roslindale,0.20637203, ,Open Space District,"Malls, Squares & Plazas",NULL,,N,X, ,,0,0,8989.725342,1290.860107,NA,PARK_Maintenance_Region 4,0
0,200,King Street Play Area,City of Boston,A97,3,Roxbury,0.13,239 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Play Area #4,BPRD,0,0,5457.454102,307.7420564,NA,PARK_Maintenance_Region 5,0
0,202,Linwood Park,City of Boston,A97,1,Roxbury,0.07383864,1 Linwood Park/Opp. 75 Centre St.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,3216.469482,209.0729225,NA,PARK_Maintenance_Region 5,0
